en_claim,en_explanation,en_top_sentences,de_claim,de_explanation,de_top_sentences,label,de_verdict,de_title,authors,date,url
Can monk's pepper reduce PMS symptoms? PMS is the abbreviation for premenstrual syndrome. This refers to complaints that occur in the days before menstruation.,"In the studies to date, monk's pepper seems to relieve PMS symptoms better than a placebo. However, this is not well proven, because the studies have significant weaknesses. There is no evidence of an effect on menstrual disorders. Significant studies are lacking.","Reference to efficacy in PMS According to previous studies, monk peppers could actually help in PMS. The summarized study results indicate that the symptoms with monk pepper are reduced in more patients than with a sham medication (placebo). Therefore, it would be possible for monk peppers to act against PMS symptoms such as breast spacing.","Kann Mönchspfeffer PMS-Beschwerden reduzieren? PMS ist die Abkürzung für das Prämenstruelle Syndrom. Damit sind Beschwerden gemeint, die in den Tagen vor der Menstruation auftreten.","In den bisherigen Studien scheint Mönchspfeffer PMS-Beschwerden besser zu lindern als ein Scheinmedikament. Gut belegt ist das jedoch nicht, denn die Studien haben wesentliche Schwächen. Für eine Wirkung bei Zyklusstörungen gibt eine keine Belege. Aussagekräftige Studien fehlen.","Hinweis auf Wirksamkeit bei PMS  Bisherigen Studien zufolge könnte Mönchspfeffer bei PMS tatsächlich helfen. Die zusammengefassten Studienergebnisse deuten darauf hin, dass sich die Beschwerden mit Mönchspfeffer bei mehr Betroffenen verringern als mit einem Scheinmedikament (Placebo). Deshalb wäre es möglich, dass Mönchspfeffer gegen PMS-Symptome wie Brustspannen wirkt.",0,möglicherweise,Mönchspfeffer: Wirkung wenig belegt | Medizin Transparent,"Iris Mair,Bernd Kerschner",5. September 2022,https://www.medizin-transparent.at/moenchspfeffer-wirkung-wenig-belegt/
Can olive leaf extract reduce high blood pressure?,"Whether olive leaf extract lowers blood pressure has been investigated in five suitable studies to date. They all found no effect or only a slight effect of the extract. The problem with this is that most of the study participants had only slightly elevated blood pressure. They cannot answer how olive leaf extract works in people with significantly elevated blood pressure (hypertension). The studies also had gross flaws, few participants, and ran for a very short time. They cannot provide reliable answers.","These studies therefore do not indicate whether olive leaf extract can help with significantly increased blood pressure. Without success, however, we could not find any studies that investigated the effect of olive leaf extract on cardiovascular health. However, they cannot provide clear answers. It is therefore impossible to say whether olive leaves extract could have a better or worse effect with significantly increased blood pressure.",Kann Olivenblätter-Extrakt zu hohen Blutdruck senken?,"Ob Extrakt aus Olivenblättern den Blutdruck senkt, wurde bisher in fünf geeigneten Studien untersucht. Sie alle fanden keinen oder einen geringen Effekt des Extrakts. Das Problem dabei: Die Teilnehmenden der Studie hatten meist nur leicht erhöhten Blutdruck. Wie Olivenblätter-Extrakt bei Personen mit deutlich erhöhtem Blutdruck (Hypertonie) wirkt, können sie nicht beantworten. Die Studien hatten zudem grobe Mängel, nur wenige Teilnehmende und liefen nur sehr kurz. Verlässliche Antworten können sie nicht liefern.","Diese Studien geben also keine Auskunft darüber, ob Olivenblätter-Extrakt bei deutlich erhöhtem Blutdruck helfen kann. Ohne Erfolg jedoch: Wir konnten keine Studien finden, die die Wirkung von Olivenblätter-Extrakt auf die Herz-Kreislauf-Gesundheit untersucht haben. Eindeutige Antworten können die jedoch nicht liefern. Ob Olivenblätter-Extrakt bei deutlich erhöhtem Blutdruck besser oder schlechter wirken könnte, lässt sich also nicht sagen.",1,wissenschafliche Beweise fehlen,Olivenblätter gegen hohen Blutdruck? | Medizin Transparent,"Jana Meixner,Bernd Kerschner",4. August 2022,https://www.medizin-transparent.at/olivenblaetter-blutdruck/
Do green-lipped mussel preparations improve the symptoms of osteoarthritis?,"The question was examined in four small studies with serious methodological deficiencies, which also arrived at partly contradictory results. No clear conclusions can be drawn from them. The claim that green-lipped mussel helps with osteoarthritis is not scientifically proven.","Studies overall not meaningful The conclusion of our research: Scientific evidence for the claimed effect is missing. It is also unclear whether the measured positive effects are large enough to actually be felt by those affected. Whether or not green-lipped mussel helps with osteoarthritis cannot be said at the moment. However, as early as 2009, the European Food Safety Authority considered that a protective effect of the green-lipped mussel on healthy joints has not been established. In our opinion, no reliable conclusions can be drawn from the studies found.",Verbessern Präparate aus Grünlippmuschel die Beschwerden bei Arthrose?,"Die Frage wurde in vier kleinen Studien mit schweren methodischen Mängeln untersucht, die zudem zu teils widersprüchlichen Ergebnissen kommen. Eindeutige Schlüsse lassen sich daraus nicht ziehen. Die Behauptung, Grünlippmuschel würde bei Arthrose helfen, ist wissenschaftlich nicht belegt.","Studien insgesamt nicht aussagekräftig  Das Fazit unserer Recherche: Wissenschaftliche Belege für die behauptete Wirkung fehlen. Unklar ist außerdem, ob die gemessenen positiven Effekten groß genug sind, um für Betroffene tatsächlich spürbar zu sein. Ob Grünlippmuschel bei Arthrose hilft oder nicht, lässt sich daher im Moment nicht sagen. Die Europäische Behörde für Lebensmittelsicherheit gelanget allerdings bereits 2009 zu der Auffassung, dass eine schützende Wirkung der Grünlippmuschel auf gesunde Gelenke nicht belegt ist. Aus den gefundenen Studien lassen sich unserer Einschätzung nach keine verlässlichen Schlüsse ziehen.",1,wissenschafliche Beweise fehlen,Grünlippmuschel gegen Arthrose: Nutzen nicht belegt | Medizin Transparent,"Iris Hinneburg,Jana Meixner",27. Juli 2022,https://www.medizin-transparent.at/gruenlippmuschel-arthrose/
Can probiotics lower blood sugar in type 2 diabetes?,"The summarized results of studies to date suggest that probiotics in capsule or tablet form could lower blood sugar somewhat. At least if they are taken over a period of two to three months. However, the effect is not well established. Probiotic dairy products and probiotic powder for dissolving do not seem to have any demonstrable effect.","And if so, can probiotics reverse this change and reduce blood sugar levels again? At the most small effect, they may actually be able to. However, the effect of the capsules and tablets does not seem to be large: in the previous studies, they were able to reduce the long-term sugar level HbA1c by an average of 0.55 points.",Können Probiotika den Blutzucker bei Typ-2-Diabetes senken?,"Die zusammengefassten Ergebnisse bisheriger Studien deuten an, dass Probiotika in Kapsel- oder Tablettenform den Blutzucker etwas senken könnten. Zumindest, wenn sie über einen Zeitraum von zwei bis drei Monaten eingenommen werden. Gut abgesichert ist der Effekt allerdings nicht. Probiotische Milchprodukte und Probiotika-Pulver zum Auflösen scheinen keine nachweisbare Wirkung zu haben.","Und wenn ja, können Probiotika diese Veränderung rückgängig machen und so den Blutzuckerspiegel wieder senken? Höchstens kleiner Effekt  Möglicherweise können sie das tatsächlich. Die Wirkung der Kapseln und Tabletten scheint allerdings nicht groß zu sein: In den bisherigen Studien konnten sie den Langzeitzuckerwert HbA1c um durchschnittlich 0,55 Punkte senken.",0,möglicherweise ein bisschen,Diabetes Typ 2: Helfen Probiotika? | Medizin Transparent,"Iris Mair,Bernd Kerschner,Jana Meixner",9. August 2022,https://www.medizin-transparent.at/diabetes-probiotika/
Can the so-called Tupler technique help against rectus diastasis?,We could not find a single study that examined whether the Tupler technique actually works. And this despite the fact that providers of the method advertise that its effectiveness is scientifically proven.,"No studies on the Tupler technique As intense as we were looking for, we could not find the promised studies on the Tupler technique. The claim that this is a scientifically proven therapy for rectus diastase is therefore simply wrong. The studies in detail We did not find any studies that investigated the effectiveness of the Tupler technique for the treatment of rectus diastase.",Kann die sogenannte Tupler-Technik gegen Rektusdiastase helfen?,"Wir konnten keine einzige Studie finden, die untersucht haben, ob die Tupler-Technik tatsächlich funktioniert. Und das, obwohl Anbieter der Methode damit werben, ihre Wirksamkeit sei wissenschaftlich belegt.","Keine Studien zur Tupler-Technik  So intensiv wir auch suchten, die versprochenen Studien zur Tupler-Technik konnten wir nicht finden. Die Behauptung, es handle sich um eine wissenschaftlich belegte Therapie bei Rektusdiastase ist somit schlichtweg falsch. Die Studien im Detail   Wir fanden keine Studien, die die Wirksamkeit der Tupler-Technik zur Behandlung von Rektusdiastase untersuchten.",1,wissenschafliche Beweise fehlen,Tupler-Technik bei Rektusdiastase nicht erforscht | Medizin Transparent,"Jana Meixner,Bernd Kerschner",24. August 2022,https://www.medizin-transparent.at/tupler-technik-rektusdiastase/
Can CBD (cannabidiol) help with migraines or other headaches?,There are no studies that have investigated the effectiveness of CBD against migraine. So claims that CBD can help with or prevent migraine attacks have no scientific basis. The same is true for other types of headache.,"Apparently, CBD has never been investigated to see if it can help with migraine seizures. The claim that CBD would help with migraines or headaches is pure speculation. The studies in detail Despite extensive search in three databases, we could not find any studies on CBD against migraine or other types of headache, neither for treatment nor for prevention.",Kann CBD (Cannabidiol) bei Migräne oder anderen Kopfschmerzen helfen?,"Es gibt keine Studien, die die Wirksamkeit von CBD gegen Migräne untersucht haben. Behauptungen, CBD könne bei Migräne-Anfällen helfen oder diesen vorbeugen, haben also keine wissenschaftliche Grundlage. Das gilt auch für andere Arten von Kopfschmerz.","Offenbar wurde nie untersucht, ob CBD bei Migräne-Anfällen helfen kann. Die Behauptung, CBD würde bei Migräne oder Kopfschmerzen helfen, ist also reine Spekulation. Die Studien im Detail   Trotz umfangreicher Suche in drei Datenbanken konnten wir keine Studien zu CBD gegen Migräne oder andere Arten von Kopfschmerzen finden, weder zur Behandlung noch zur Vorbeugung.",1,wissenschafliche Beweise fehlen,Keine Belege für CBD gegen Migräne | Medizin Transparent,"Jana Meixner,Bernd Kerschner",21. Juli 2022,https://www.medizin-transparent.at/cbd-migraene-kopfschmerzen/
Can laser irradiation of blood by infusion needle (hemolaser treatment) relieve discomfort or help with diseases?,There is no scientific evidence that hemolaser treatment has a palliative or curative effect on health problems.,"It is also unclear by what mechanism blood irradiation with bundled red light – i.e. red laser – should improve health. Although the authors of the three studies found [1-3] claim to have established a clear efficacy of haemolaser treatment, none of the three studies is suitable to prove this.",Kann eine Laser-Bestrahlung von Blut mittels Infusionsnadel (Hämolaser-Behandlung) Beschwerden lindern oder bei Krankheiten helfen?,"Es gibt keinen wissenschaftlichen Nachweis dafür, dass eine Hämolaser-Behandlung eine lindernde oder heilende Wirkung bei Gesundheitsproblemen hat.","Unklar ist auch, über welchen Mechanismus eine Bestrahlung von Blut mit gebündeltem rotem Licht – also rotem Laser – die Gesundheit verbessern soll. Unklar ist auch, über welchen Mechanismus eine Bestrahlung von Blut mit gebündeltem rotem Licht – also rotem Laser – die Gesundheit verbessern soll. Auch wenn die Autorinnen und Autoren der drei gefundenen Studien [1-3] behaupten, eine klare Wirksamkeit der Hämolaser-Behandlung festgestellt zu haben – keine der drei Studien eignet sich, dies tatsächlich zu belegen.",1,wissenschafliche Beweise fehlen,Hämolaser: fraglicher Nutzen von Blut-Bestrahlung mit Licht | Medizin Transparent,"Bernd Kerschner,Jana Meixner",26. Juli 2022,https://www.medizin-transparent.at/haemolaser/
"In everyday life, when breathing with an FFP2 mask or ordinary mouth-nose protection, do you get as much oxygen as without a mask?","Even if breathing with a mask can feel uncomfortable: According to studies to date, you get just as much oxygen with an FFP2 mask or mouth-nose protection as without a mask. This is true even when you are moving or exerting yourself. Only very intensive sports slightly reduce the oxygen content in the blood - but too little to endanger health.","As much oxygen as without a mask This fear is, however, unfounded, as previously conducted studies show [ 1,2 ]. Only in very strenuous sports (fast cycling to exhaustion) was the oxygen content in the blood with FFP2 mask slightly lower than without mask. There was no difference in oxygen measurement with ordinary oral nose protection. Breathing a little more strenuous The results thus contradict the rumor that masks would cause an oxygen deficiency.",Bekommt man im Alltag beim Atmen mit FFP2-Maske oder gewöhnlichem Mund-Nasen-Schutz genauso viel Sauerstoff wie ohne Maske?,"Auch wenn sich das Atmen mit Maske unangenehm anfühlen kann: Bisherigen Studien zufolge bekommt man mit FFP2-Maske oder Mund-Nasen-Schutz genauso viel Sauerstoff wie ohne Maske. Das gilt auch dann, wenn man sich bewegt oder anstrengt. Nur bei sehr intensivem Sport verringert sich der Sauerstoffgehalt im Blut geringfügig – jedoch zu wenig, um die Gesundheit zu gefährden.","So viel Sauerstoff wie ohne Maske  Diese Befürchtung ist jedoch unbegründet, wie bisher durchgeführte Studien zeigen [ 1,2 ]. Lediglich bei sehr anstrengendem Sport (schnellem Radfahren bis zur Erschöpfung) war der Sauerstoffgehalt im Blut mit FFP2-Maske etwas niedriger als ohne Maske. Mit gewöhnlichem Mund-Nasenschutz zeigte sich kein Unterschied bei der Sauerstoff-Messung. Atmung etwas anstrengender  Die Ergebnisse widersprechen somit dem Gerücht, wonach Masken einen Sauerstoffmangel verursachen würden.",0,wahrscheinlich,Mund-Nasen-Schutz: ausreichend Sauerstoff auch mit Maske | Medizin Transparent,"Bernd Kerschner,Jana Meixner",8. August 2022,https://www.medizin-transparent.at/maske-sauerstoff/
Can CBD help with period pain?,Whether CBD can relieve menstrual pain has apparently never been scientifically studied. We could not find any studies on this. Women who suffer from severe period pain should talk to a gynecologist about it. Diseases such as endometriosis could be behind it.,"Because despite searching in three different databases we could not find a single study on CBD in case of regular pain. Scientifically, it is not sufficiently researched whether CBD actually promotes sleep, as providers claim. The studies in detail We could not find any studies that investigated whether CBD can help with normal pain – neither for treatment nor for prevention.",Kann CBD bei Regelschmerzen helfen?,"Ob CBD Regelschmerzen lindern kann, wurde wissenschaftlich offenbar nie untersucht. Wir konnten keine Studien dazu finden. Frauen, die unter starken Regelschmerzen leiden, sollten mit einer Frauenärztin oder einem Frauenarzt darüber sprechen. Erkrankungen wie die Endometriose könnten dahinterstecken.","Denn trotz Suche in drei verschiedenen Datenbanken konnten wir keine einzige Studie zu CBD bei Regelschmerzen finden. Dabei ist wissenschaftlich gar nicht ausreichend erforscht, ob CBD tatsächlich den Schlaf fördert, wie Anbieter behaupten. Die Studien im Detail   Wir konnten keine Studien finden, die untersucht haben, ob CBD bei Regelschmerzen helfen kann – weder zur Behandlung noch zur Vorbeugung.",1,wissenschafliche Beweise fehlen,CBD gegen Regelschmerzen: Unerforscht | Medizin Transparent,"Jana Meixner,Bernd Kerschner",21. Juli 2022,https://www.medizin-transparent.at/cbd-regelschmerzen/
"Can a bioresonance device like ""Bioscan"" or ""Vieva Vital Analyser"" measure mineral and vitamin deficiencies or detect health problems?","An experiment shows that the devices cannot distinguish between healthy people, seriously ill people and a corpse. The claimed mode of action behind the measurement method is also scientifically implausible. A German court has convicted the manufacturers of the Bioscan device (not legally binding) of fraud.","This experiment clearly shows that the devices studied are completely unsuitable to diagnose a lack of vitamins or minerals. Sentenced for fraud at the end of May 2022, a German court also concluded that the Bioscan device cannot fulfil the claimed claims. Claims for comparable products are equally implausible. Even if 1000 subjects had participated in the study and only five to six people had shown such unreliable readings, such a device would be worthless for diagnostics.",Kann ein Bioresonanz-Gerät wie „Bioscan“ oder „Vieva Vital Analyser“ einen Mangel an Mineralstoffen und Vitaminen messen oder Gesundheitsprobleme feststellen?,"Ein Experiment zeigt, dass die Geräte nicht zwischen Gesunden, schwer Erkrankten und einer Leiche unterscheiden können. Auch die behauptete Wirkungsweise hinter der Messmethode ist wissenschaftlich nicht plausibel. Ein deutsches Gericht hat die Hersteller des Bioscan-Geräts (nicht rechtskräftig) wegen Betrugs verurteilt.","Dieses Experiment zeigt deutlich, dass die untersuchten Geräte komplett ungeeignet sind, um einen Mangel an Vitaminen oder Mineralstoffen zu diagnostizieren. Verurteilt wegen Betrugs  Ende Mai 2022 kam auch ein deutsches Gericht zu dem Schluss, dass das Bioscan-Gerät die beworbenen Behauptungen nicht erfüllen kann. Ebenso unplausibel sind Behauptungen für vergleichbare Produkte. Selbst wenn 1000 Probandinnen und Probanden an der Studie teilgenommen hätten und sich nur bei fünf bis sechs Personen derart unzuverlässige Messwerte gezeigt hätten, wäre ein solches Gerät zur Diagnostik wertlos.",2,nein,"Bioscan, Vieva Vital Analyser & Co: nutzlose Bioresonanz-Geräte | Medizin Transparent","Bernd Kerschner,Julia Harlfinger,Jana Meixner",22. August 2022,https://www.medizin-transparent.at/bioscan/
Does arthroscopy (joint endoscopy) help with osteoarthritis of the knee joint?,The data are clear: Arthroscopy is useless as a treatment for knee osteoarthritis. It can neither relieve pain nor improve the function of the knee joint in the long term.,"What might sound logical, however, has a catch: the arthroscopy of osteoarthritis does nothing to the treated person. Studies clearly speak against a benefit A research team summarized the most meaningful of all previously published studies on arthroscopy in knee arthritis. In these studies, patients treated after arthroscopy had no noticeably less pain or movement restrictions than those treated only for appearance or not at all. Arthroscopy against osteoarthritis: not effective, but also not very risky After all: Undesirable events were not conspicuously common in the arthroscopy groups either.",Hilft Arthroskopie (Gelenksspiegelung) bei Arthrose des Kniegelenks?,Die Datenlage ist eindeutig: Als Behandlung bei Knie-Arthrose ist die Arthroskopie nutzlos. Sie kann langfristig weder Schmerzen lindern noch die Funktion des Kniegelenks verbessern.,"Was vielleicht logisch klingt, hat aber einen Haken: Den Behandelten bringt die Arthroskopie bei Arthrose nichts. Studien sprechen eindeutig gegen einen Nutzen  Ein Forschungsteam fasste darin die aussagekräftigsten aller bisher veröffentlichten Studien zu Arthroskopie bei Knie-Arthrose zusammen. In diesen Studien hatten Behandelte nach einer Arthroskopie nicht merklich weniger Schmerzen oder Bewegungseinschränkungen als Personen, die nur zum Schein oder gar nicht behandelt wurden. Arthroskopie gegen Arthrose: nicht wirksam, aber auch nicht sehr riskant  Immerhin: Auch unerwünschte Ereignisse waren in den Arthroskopie-Gruppen nicht auffällig häufig zu beobachten.",2,nein,Arthroskopie bei Knie-Arthrose nutzlos | Medizin Transparent,"Jana Meixner,Bernd Kerschner",23. Juni 2022,https://www.medizin-transparent.at/arthroskopie-arthrose/
"Do dietary supplements containing silicon (e.g. as ""organic silicon"" or silica) have health benefits?","There is no evidence so far that the additional intake of silicon can promote health. Also that it strengthens nails, skin and hair is an unsubstantiated claim. Moreover, it is unclear whether silicon plays any role at all in the body.","So far it is also completely unclear what role the element silicon plays in the human body at all [8]. We have researched: Previous studies do not provide any evidence that dietary supplements with silicon support bone build-up and thus protect older women from osteoporosis and bone fractures in old age [1,2]. There is no evidence that silicon improves the hair structure [3,4], strengthens the fingernails [4] or makes the skin more beautiful and elastic [4,6,7]. Also that silicon supports the formation of collagen and connective tissue is only a conjecture [8]. Conjectures without studies Neither we nor the European Food Safety Authority (EFSA) [8] were able to find clinical studies on any other alleged health benefits of silicon.",Haben Nahrungsergänzungsmittel mit Silizium (z.B. als „organisches Silizium“ oder Kieselsäure) gesundheitliche Vorteile?,"Es gibt bisher keinen Hinweis darauf, dass die zusätzliche Einnahme von Silizium die Gesundheit fördern kann. Auch dass es Nägel, Haut und Haare stärkt, ist eine unbelegte Behauptung. Zudem ist unklar, ob Silizium im Körper überhaupt eine Rolle spielt.","Bisher ist auch völlig unklar, welche Rolle das Element Silizium im menschlichen Körper überhaupt spielt [8] . Wir haben recherchiert: Bisherige Studien liefern keine Hinweise darauf, dass Nahrungsergänzungsmittel mit Silizium den Knochenaufbau unterstützen und so etwa ältere Frauen vor Osteoporose und Knochenbrüchen im Alter schützen [1,2] . Es gibt keine Hinweise darauf, dass Silizium die Haarstruktur verbessert [3,4] , die Fingernägel stärkt [4] oder die Haut schöner und elastischer macht [4,6,7] . Auch dass Silizium die Bildung von Kollagen und Bindegewebe unterstützt ist lediglich eine Mutmaßung [8] . Mutmaßungen ohne Studien  Auch zu weiteren vermeintlichen Gesundheitsvorteilen von Silizium konnten weder wir noch die Europäische Lebensmittel-Sicherheitsbehörde EFSA [8] klinische Studien finden.",1,wissenschafliche Beweise fehlen,Silizium: zur Nahrungsergänzung nutzlos? | Medizin Transparent,"Bernd Kerschner,Jana Meixner",24. Mai 2022,https://www.medizin-transparent.at/silizium/
Can regular intake of cranberry juice or cranberry extract prevent recurrent cystitis in women?,"Women who repeatedly have to deal with bladder infections might become ill somewhat less frequently if they regularly take cranberry juice or extract. However, this is not well established. And it only applies to uncomplicated bladder infections in otherwise healthy women. Whether cranberry products help when cystitis is already present remains unclear. This has not yet been investigated in meaningful studies.","The summarized results show that the regular intake of cranberry products could have a preventive effect. There is also only evidence that cranberry products can prevent bladder inflammation for otherwise healthy women. Overall, there is evidence of a possible preventive effect of cranberry.",Kann die regelmäßige Einnahme von Cranberry-Saft oder Cranberry-Extrakt immer wiederkehrende Blasenentzündungen bei Frauen vorbeugen?,"Frauen, die immer wieder mit Blasenentzündungen zu tun haben, könnten etwas weniger häufig erkranken, wenn sie regelmäßig Cranberry-Saft oder -Extrakt einnehmen. Gut abgesichert ist das jedoch nicht. Und sie gilt nur für unkompliziert verlaufende Blasenentzündungen bei ansonsten gesunden Frauen. Ob Cranberry-Produkte helfen, wenn die Blasenentzündung schon da ist, bleibt unklar. Das wurde bisher nicht in aussagekräftigen Studien untersucht.","Die zusammengefassten Ergebnisse zeigen: Die regelmäßige Einnahme von Cranberry-Produkten könnte eine vorbeugende Wirkung haben. Hinweise darauf, dass Cranberry-Produkte Blasenentzündungen vorbeugen können, gibt es außerdem nur für ansonsten gesunde Frauen. Insgesamt gibt es zwar Hinweise auf eine mögliche vorbeugende Wirkung von Cranberrys.",0,möglicherweise,Cranberry gegen Blasenentzündung: Vielleicht wirksam zur Vorbeugung | Medizin Transparent,"Jana Meixner,Bernd Kerschner",23. Mai 2022,https://www.medizin-transparent.at/cranberry-blasenentzuendung/
Will women who have recurrent bladder infections get rid of them faster if they take cranberry products only after the disease is already there???,"Women who repeatedly have to deal with bladder infections might become ill somewhat less frequently if they regularly take cranberry juice or extract. However, this is not well established. And it only applies to uncomplicated bladder infections in otherwise healthy women. Whether cranberry products help when cystitis is already present remains unclear. This has not yet been investigated in meaningful studies.","There is also only evidence that cranberry products can prevent bladder inflammation for otherwise healthy women. However, there does not seem to be any meaningful studies that have investigated this in women with recurrent bladder inflammation. The preventive effect of cranberry in children, men and people with urinary catheters or certain diseases has not been studied.","Werden Frauen, die immer wieder Blasenentzündungen haben diese schneller wieder los, wenn sie Cranberry-Produkte erst einnehmen, wenn die Erkrankung schon da ist??","Frauen, die immer wieder mit Blasenentzündungen zu tun haben, könnten etwas weniger häufig erkranken, wenn sie regelmäßig Cranberry-Saft oder -Extrakt einnehmen. Gut abgesichert ist das jedoch nicht. Und sie gilt nur für unkompliziert verlaufende Blasenentzündungen bei ansonsten gesunden Frauen. Ob Cranberry-Produkte helfen, wenn die Blasenentzündung schon da ist, bleibt unklar. Das wurde bisher nicht in aussagekräftigen Studien untersucht.","Hinweise darauf, dass Cranberry-Produkte Blasenentzündungen vorbeugen können, gibt es außerdem nur für ansonsten gesunde Frauen. Es scheint jedoch keine aussagekräftigen Studien zu geben, die das bei Frauen mit immer wiederkehrenden Blasenentzündungen untersucht haben. Die vorbeugende Wirkung von Cranberry bei Kindern, Männern und Menschen mit Harnkathetern oder bestimmten Erkrankungen hat die Übersichtsarbeit nicht untersucht.",1,wissenschafliche Beweise fehlen,Cranberry gegen Blasenentzündung: Vielleicht wirksam zur Vorbeugung | Medizin Transparent,"Jana Meixner,Bernd Kerschner",23. Mai 2022,https://www.medizin-transparent.at/cranberry-blasenentzuendung/
